generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
cephradine,Sefro,Powder for Suspension,125 mg/5 ml,Navana Pharmaceuticals Ltd.,85.0,,100 ml,bottle
cephradine,Sefro,Pediatric Drops,125 mg/1.25 ml,Navana Pharmaceuticals Ltd.,62.0,,15 ml,bottle
cephradine,Sefro DS,Powder for Suspension,250 mg/5 ml,Navana Pharmaceuticals Ltd.,120.8,,100 ml,bottle
cephradine,Seftec,Capsule,500 mg,APC Pharma Ltd.,12.5,250.0,20's,pack
cephradine,Seftec,Powder for Suspension,125 mg/5 ml,APC Pharma Ltd.,160.0,,100 ml,bottle
cephradine,Seftec,Pediatric Drops,125 mg/1.25 ml,APC Pharma Ltd.,50.0,,15 ml,bottle
cephradine,Sephar,Capsule,500 mg,Jenphar Bangladesh Ltd.,12.5,375.0,5 x 6 pcs,strip
cephradine,Sephar,Powder for Suspension,125 mg/5 ml,Jenphar Bangladesh Ltd.,80.0,,100 ml,bottle
cephradine,Sephar DS,Powder for Suspension,250 mg/5 ml,Jenphar Bangladesh Ltd.,120.0,,100 ml,bottle
cephradine,Sepra-S,Capsule,500 mg,Seema Pharmaceuticals Ltd.,15.0,300.0,20's,pack
cephradine,Sepra-S,Powder for Suspension,125 mg/5 ml,Seema Pharmaceuticals Ltd.,86.0,,100 ml,bottle
cephradine,Sicef,Capsule,500 mg,Silva Pharmaceuticals Ltd.,12.55,251.0,5 x 4 pcs,strip
cephradine,Sicef,Powder for Suspension,125 mg/5 ml,Silva Pharmaceuticals Ltd.,88.0,,100 ml,bottle
cephradine,Sicef,Pediatric Drops,125 mg/1.25 ml,Silva Pharmaceuticals Ltd.,45.14,,15 ml,bottle
cephradine,Sicef DS,Powder for Suspension,250 mg/5 ml,Silva Pharmaceuticals Ltd.,70.26,,60 ml,bottle
cephradine,Sicef DS,Powder for Suspension,250 mg/5 ml,Silva Pharmaceuticals Ltd.,120.46,,100 ml,bottle
cephradine,Sinaceph,Capsule,250 mg,Ibn Sina Pharmaceuticals Ltd.,6.8,136.0,4 x 5 pcs,strip
cephradine,Sinaceph,Capsule,500 mg,Ibn Sina Pharmaceuticals Ltd.,15.0,450.0,3 x 10 pcs,strip
cephradine,Sinaceph,Powder for Suspension,125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,95.0,,100 ml,bottle
cephradine,Sinaceph,Pediatric Drops,125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,55.0,,15 ml,bottle
cephradine,Sinaceph,IM/IV Injection,500 mg/vial,Ibn Sina Pharmaceuticals Ltd.,55.0,,500 mg,vial
cephradine,Sinaceph,IM/IV Injection,1 gm/vial,Ibn Sina Pharmaceuticals Ltd.,85.0,,1 gm,vial
cephradine,Sinaceph DS,Powder for Suspension,250 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,125.0,,100 ml,bottle
cephradine,SK-cef,Capsule,250 mg,Eskayef Pharmaceuticals Ltd.,8.0,384.0,8 x 6 pcs,strip
cephradine,SK-cef,Capsule,500 mg,Eskayef Pharmaceuticals Ltd.,15.0,450.0,5 x 6 pcs,strip
cephradine,SK-cef,Powder for Suspension,125 mg/5 ml,Eskayef Pharmaceuticals Ltd.,95.0,,100 ml,bottle
cephradine,SK-cef,Pediatric Drops,125 mg/1.25 ml,Eskayef Pharmaceuticals Ltd.,65.0,,15 ml,bottle
cephradine,SK-cef,IM/IV Injection,500 mg/vial,Eskayef Pharmaceuticals Ltd.,65.0,,500 mg,vial
cephradine,SK-cef,IM/IV Injection,1 gm/vial,Eskayef Pharmaceuticals Ltd.,85.0,,1 gm,vial
cephradine,SK-cef DS,Powder for Suspension,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,80.0,,60 ml,bottle
cephradine,SK-cef DS,Powder for Suspension,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,140.0,,100 ml,bottle
cephradine,Sporin,Capsule,500 mg,Marksman Pharmaceuticals Ltd.,12.0,240.0,20's,pack
cephradine,Sporin,Powder for Suspension,125 mg/5 ml,Marksman Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Sporin,Pediatric Drops,125 mg/1.25 ml,Marksman Pharmaceuticals Ltd.,60.0,,15 ml,bottle
cephradine,Supracef,Capsule,250 mg,Biopharma Limited,8.0,224.0,7 x 4 pcs,strip
cephradine,Supracef,Capsule,500 mg,Biopharma Limited,15.0,420.0,7 x 4 pcs,strip
cephradine,Supracef,Powder for Suspension,125 mg/5 ml,Biopharma Limited,90.0,,100 ml,bottle
cephradine,Supracef,Pediatric Drops,125 mg/1.25 ml,Biopharma Limited,55.0,,15 ml,bottle
cephradine,Supracef F,Powder for Suspension,250 mg/5 ml,Biopharma Limited,130.0,,100 ml,bottle
cephradine,Tydin,Capsule,500 mg,Somatec Pharmaceuticals Ltd.,14.68,293.6,2 x 10 pcs,strip
cephradine,Tydin,Powder for Suspension,125 mg/5 ml,Somatec Pharmaceuticals Ltd.,82.0,,100 ml,bottle
cephradine,Tydin,Pediatric Drops,125 mg/1.25 ml,Somatec Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Tydin DS,Powder for Suspension,250 mg/5 ml,Somatec Pharmaceuticals Ltd.,120.46,,100 ml,bottle
cephradine,Ultrasef,Capsule,250 mg,Jayson Pharmaceutical Ltd.,6.87,137.4,5 x 4 pcs,strip
cephradine,Ultrasef,Capsule,500 mg,Jayson Pharmaceutical Ltd.,12.58,251.6,5 x 4 pcs,strip
cephradine,Ultrasef,Powder for Suspension,125 mg/5 ml,Jayson Pharmaceutical Ltd.,90.27,,100 ml,bottle
cephradine,Ultrasef,Pediatric Drops,125 mg/1.25 ml,Jayson Pharmaceutical Ltd.,50.35,,15 ml,drop
cephradine,Urodin,Capsule,250 mg,Union Pharmaceuticals Ltd,7.0,196.0,4 x 7 pcs,strip
cephradine,Urodin,Capsule,500 mg,Union Pharmaceuticals Ltd,12.0,336.0,4 x 7 pcs,strip
cephradine,Urodin,Pediatric Drops,125 mg/1.25 ml,Union Pharmaceuticals Ltd,50.0,,15 ml,bottle
cephradine,Urodin,Powder for Suspension,125 mg/5 ml,Union Pharmaceuticals Ltd,80.0,,100 ml,bottle
cephradine,Vecef,Capsule,500 mg,Asiatic Laboratories Ltd.,12.5,300.0,6 x 4 pcs,strip
cephradine,Vecef,Powder for Suspension,125 mg/5 ml,Asiatic Laboratories Ltd.,80.0,,100 ml,bottle
cephradine,Vecef,Pediatric Drops,125 mg/1.25 ml,Asiatic Laboratories Ltd.,50.0,,15 ml,bottle
cephradine,Vecef,IM/IV Injection,1 gm/vial,Asiatic Laboratories Ltd.,80.0,,1 gm,vial
cephradine,Vecef,IM/IV Injection,500 mg/vial,Asiatic Laboratories Ltd.,50.0,,500 mg,vial
cephradine,Vecef-DS,Powder for Suspension,250 mg/5 ml,Asiatic Laboratories Ltd.,120.0,,100 ml,bottle
cephradine,Velodin,Capsule,500 mg,Guardian Healthcare Ltd.,13.0,,,
cephradine,Velodin,Powder for Suspension,125 mg/5 ml,Guardian Healthcare Ltd.,90.0,,100 ml,bottle
cephradine,Velogen,Capsule,500 mg,General Pharmaceuticals Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Velox,Capsule,250 mg,Kemiko Pharmaceuticals Ltd.,7.02,210.6,30's,pack
cephradine,Velox,Capsule,500 mg,Kemiko Pharmaceuticals Ltd.,13.04,260.8,20's,pack
cephradine,Velox,Powder for Suspension,125 mg/5 ml,Kemiko Pharmaceuticals Ltd.,80.24,,100 ml,bottle
cephradine,Velox,Pediatric Drops,125 mg/1.25 ml,Kemiko Pharmaceuticals Ltd.,50.15,,15 ml,bottle
cephradine,Vericef,Capsule,500 mg,Veritas Pharmaceuticals Ltd.,13.5,283.5,3 x 7 pcs,strip
cephradine,Vericef,Powder for Suspension,125 mg/5 ml,Veritas Pharmaceuticals Ltd.,93.0,,100 ml,bottle
cephradine,Wincef,Powder for Suspension,125 mg/5 ml,The White Horse Pharmaceuticals Ltd.,80.3,,100 ml,bottle
cephradine,Wincef,Capsule,500 mg,The White Horse Pharmaceuticals Ltd.,12.5,300.0,24's,pack
cephradine,Zecef,Capsule,500 mg,Gaco Pharmaceuticals Ltd.,15.0,420.0,7 x 4 pcs,strip
cephradine,Zecef,Powder for Suspension,125 mg/5 ml,Gaco Pharmaceuticals Ltd.,90.0,,100 ml,bottle
cephradine,Zenaf,Capsule,500 mg,Cosmic Pharma Ltd.,13.38,280.98,21's,pack
cephradine,Zenaf,Powder for Suspension,125 mg/5 ml,Cosmic Pharma Ltd.,82.0,,100 ml,bottle
cephradine,Zenaf,Pediatric Drops,125 mg/1.25 ml,Cosmic Pharma Ltd.,57.0,,15 ml,bottle
azithromycin-dihydrate-ophthalmic,Azicin,Ophthalmic Solution,1%,Opsonin Pharma Ltd.,120.0,,5 ml,drop
azithromycin-dihydrate-ophthalmic,Azinil,Ophthalmic Solution,1%,Apex Pharmaceuticals Ltd.,110.0,,5 ml,drop
azithromycin-dihydrate-ophthalmic,Romycin,Ophthalmic Solution,1%,Ibn Sina Pharmaceuticals Ltd.,115.0,,5 ml,drop
azithromycin-dihydrate-ophthalmic,Zibac,Ophthalmic Solution,1%,Popular Pharmaceuticals Ltd.,110.41,,5 ml,drop
azithromycin-dihydrate-ophthalmic,Zita,Ophthalmic Solution,1%,Kemiko Pharmaceuticals Ltd.,120.35,,5 ml,drop
cefepime-hydrochloride,Amupime,IM/IV Injection,500 mg/vial,Amulet Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Axepime,IM/IV Injection,1 gm/vial,Euro Pharma Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Cefa-4,IV Injection,2 gm/vial,Popular Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Cefa-4,IM/IV Injection,1 gm/vial,Popular Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Cefa-4,IM/IV Injection,500 mg/vial,Popular Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Ceftipime,IM/IV Injection,500 mg/vial,Renata PLC,301.13,,500 mg,vial
cefepime-hydrochloride,Ceftipime,IM/IV Injection,1 gm/vial,Renata PLC,552.08,,1 gm,vial
cefepime-hydrochloride,Ceftipime,IV Injection,2 gm/vial,Renata PLC,1104.15,,2 gm,vial
cefepime-hydrochloride,Cepime,IM/IV Injection,1 gm/vial,Rephco Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Cepime,IM/IV Injection,500 mg/vial,Rephco Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Efepime,IM/IV Injection,500 mg/vial,Ziska Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Efepime,IM/IV Injection,1 gm/vial,Ziska Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Efepime,IV Injection,2 gm/vial,Ziska Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Forgen,IM/IV Injection,1 gm/vial,Aristopharma Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Forgen,IM/IV Injection,500 mg/vial,Aristopharma Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Fourgen,IM/IV Injection,1 gm/vial,Biopharma Limited,550.0,,1 gm,vial
cefepime-hydrochloride,Fourgen,IV Injection,2 gm/vial,Biopharma Limited,1100.0,,2 gm,vial
cefepime-hydrochloride,Fourgen,IM/IV Injection,500 mg/vial,Biopharma Limited,300.0,,500 mg,vial
cefepime-hydrochloride,Gen4,IM/IV Injection,1 gm/vial,Ibn Sina Pharmaceuticals Ltd.,555.0,,1 gm,vial
cefepime-hydrochloride,Gen4,IM/IV Injection,500 mg/vial,Ibn Sina Pharmaceuticals Ltd.,305.0,,500 mg,vial
cefepime-hydrochloride,Japime,IM/IV Injection,1 gm/vial,Jayson Pharmaceutical Ltd.,551.65,,1 gm,vial
cefepime-hydrochloride,Magnova,IM/IV Injection,1 gm/vial,Orion Pharma Ltd.,551.65,,1 gm,vial
cefepime-hydrochloride,Magnova,IM/IV Injection,500 mg/vial,Orion Pharma Ltd.,300.9,,500 mg,vial
cefepime-hydrochloride,Maxpime,IM/IV Injection,1 gm/vial,Square Pharmaceuticals PLC,551.65,,1 gm,vial
cefepime-hydrochloride,Megapime,IV Injection,2 gm/vial,Eskayef Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Megapime,IM/IV Injection,1 gm/vial,Eskayef Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Megapime,IM/IV Injection,500 mg/vial,Eskayef Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Pimacef,IM/IV Injection,1 gm/vial,Doctor TIMS Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Pime-4,IM/IV Injection,500 mg/vial,ACI Limited,302.04,,500 mg,vial
cefepime-hydrochloride,Pime-4,IM/IV Injection,1 gm/vial,ACI Limited,553.73,,1 gm,vial
cefepime-hydrochloride,Superpime,IM/IV Injection,1 gm/vial,ACME Laboratories Ltd.,551.64,,1 gm,vial
cefepime-hydrochloride,Superpime,IM/IV Injection,500 mg/vial,ACME Laboratories Ltd.,300.9,,500 mg,vial
cefepime-hydrochloride,Tetracef,IV Injection,2 gm/vial,Beximco Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Tetracef,IM/IV Injection,500 mg/vial,Beximco Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Tetracef,IM/IV Injection,1 gm/vial,Beximco Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Tupime,IM/IV Injection,1 gm/vial,Kemiko Pharmaceuticals Ltd.,551.65,,1 gm,vial
cefepime-hydrochloride,Ultrapime,IV Injection,2 gm/vial,Incepta Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Ultrapime,IM/IV Injection,500 mg/vial,Incepta Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Ultrapime,IM/IV Injection,1 gm/vial,Incepta Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Unipim,IM/IV Injection,500 mg/vial,Drug International Ltd.,301.0,,500 mg,vial
cefepime-hydrochloride,Unipim,IM/IV Injection,1 gm/vial,Drug International Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Winnipime,IV Injection,2 gm/vial,Synovia Pharma PLC.,1103.31,,2 gm,vial
cefepime-hydrochloride,Winnipime,IM/IV Injection,1 gm/vial,Synovia Pharma PLC.,551.65,,1 gm,vial
cefepime-hydrochloride,Xemimax,IM/IV Injection,1 gm/vial,Pharmasia Limited,550.0,,1 gm,vial
cefepime-hydrochloride,Xemimax,IM/IV Injection,500 mg/vial,Pharmasia Limited,300.0,,500 mg,vial
cefepime-hydrochloride,Xenim,IM/IV Injection,500 mg/vial,Opsonin Pharma Ltd.,301.13,,500 mg,vial
cefepime-hydrochloride,Xenim,IM/IV Injection,1 gm/vial,Opsonin Pharma Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Ximepime,IV Injection,2 gm/vial,Globe Pharmaceuticals Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Ximepime,IM/IV Injection,1 gm/vial,Globe Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Ximepime,IM/IV Injection,500 mg/vial,Globe Pharmaceuticals Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Xtrapime,IV Injection,2 gm/vial,Asiatic Laboratories Ltd.,1100.0,,2 gm,vial
cefepime-hydrochloride,Xtrapime,IM/IV Injection,1 gm/vial,Asiatic Laboratories Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Xtrapime,IM/IV Injection,500 mg/vial,Asiatic Laboratories Ltd.,300.0,,500 mg,vial
cefepime-hydrochloride,Zopime,IM/IV Injection,1 gm/vial,Healthcare Pharmaceuticals Ltd.,550.0,,1 gm,vial
cefepime-hydrochloride,Zopime,IM/IV Injection,500 mg/vial,Healthcare Pharmaceuticals Ltd.,300.0,,500 mg,vial
spiramycin,Rovamycine,Tablet,3 MIU,Synovia Pharma PLC.,20.13,402.6,2 x 10 pcs,strip
betamethasone-phenylephrine-lignocaine,Methovate-R,Rectal Ointment,0.05%+0.1%+2.5%,Gaco Pharmaceuticals Ltd.,30.09,,15 mg,tube
betamethasone-phenylephrine-lignocaine,Relitch,Rectal Ointment,0.05%+0.1%+2.5%,Drug International Ltd.,30.1,,15 mg,tube
chloramphenicol-oral,Chloramphenicol,Capsule,250 mg,Hudson Pharmaceuticals Ltd.,2.2,220.0,100's,pack
chloramphenicol-oral,Chlorool,Capsule,250 mg,Seema Pharmaceuticals Ltd.,3.0,300.0,100's,pack
chloramphenicol-oral,Chlorool,Oral Suspension,125 mg/5 ml,Seema Pharmaceuticals Ltd.,20.0,,60 ml,bottle
chloramphenicol-oral,Chlorphen,Capsule,250 mg,Nipa Pharmaceuticals Ltd.,2.0,200.0,100's,pack
chloramphenicol-oral,Edrumycetin,Capsule,250 mg,Edruc Limited,2.5,250.0,100's,pack
chloramphenicol-oral,Opsomycetin,Oral Suspension,125 mg/5 ml,Opsonin Pharma Ltd.,44.85,,60 ml,bottle
chloramphenicol-oral,Ramicol,Capsule,250 mg,Skylab Pharmaceuticals Ltd.,2.95,295.0,100's,pack
chloramphenicol-oral,Ramicol,Oral Suspension,125 mg/5 ml,Skylab Pharmaceuticals Ltd.,23.0,,60 ml,bottle
lymecycline,Lymeclin,Capsule,408 mg,Incepta Pharmaceuticals Ltd.,30.0,360.0,2 x 6 pcs,strip
cefazolin-sodium,Cefalin,IM/IV Injection,1 gm/vial,Drug International Ltd.,200.0,,1 gm,vial
cefazolin-sodium,Cefazol,IM/IV Injection,500 mg/vial,Incepta Pharmaceuticals Ltd.,125.0,,500 mg,vial
cefazolin-sodium,Cefazol,IM/IV Injection,1 gm/vial,Incepta Pharmaceuticals Ltd.,200.0,,1 gm,vial
cefazolin-sodium,Cefazoline Panpharma,IM/IV Injection,1 gm/5 ml,"City Overseas Ltd.
(Mfg. by: Panpharma, France)",200.0,,1 gm,vial
cefazolin-sodium,Zolibac,IM/IV Injection,1 gm/vial,Square Pharmaceuticals PLC,200.0,,1 gm,vial
oxytetracycline,Chemomycine,Capsule,250 mg,Salton Pharmaceuticals Ltd.,1.2,120.0,100's,pack
oxytetracycline,Oramycin,Tablet,500 mg,Desh Pharmaceuticals Ltd.,3.0,60.0,2 x 10 pcs,strip
oxytetracycline,Oramycin,Capsule,250 mg,Desh Pharmaceuticals Ltd.,1.8,108.0,6 x 10 pcs,strip
oxytetracycline,Oxecylin,Capsule,250 mg,ACME Laboratories Ltd.,2.0,200.0,10 x 10 pcs,strip
oxytetracycline,Oxytetracycline,Capsule,250 mg,Reliance Pharmaceuticals Ltd.,1.5,90.0,60's,pack
oxytetracycline,Renamycin,Capsule,250 mg,Renata PLC,2.0,120.0,10 x 6 pcs,strip
oxytetracycline,Renamycin,Capsule,500 mg,Renata PLC,4.25,85.0,5 x 4 pcs,strip
oxytetracycline,Renamycin,IM Injection,50 mg/ml,Renata PLC,16.19,161.9,10 ml,vial
oxytetracycline,Zenoxy,Capsule,250 mg,Zenith Pharmaceuticals Ltd.,1.2,120.0,10 x 10 pcs,strip
tobramycin-nebuliser-solution,Intobac,Nebuliser Solution,300 mg/5 ml,Incepta Pharmaceuticals Ltd.,100.0,500.0,1 x 5 pcs,ampoule
tobramycin-nebuliser-solution,Tobasol,Nebuliser Solution,300 mg/5 ml,Beximco Pharmaceuticals Ltd.,100.0,500.0,1 x 5 pcs,ampoule
tobramycin-nebuliser-solution,Tobicin,Nebuliser Solution,300 mg/5 ml,UniMed UniHealth Pharmaceuticals Ltd.,150.0,750.0,1 x 5 pcs,ampoule
chlorhexidine-gluconate-1,Hexitane,Cream,1% w/w,ACI Limited,108.0,,60 ml,bottle
chlorhexidine-gluconate-1,Obscare,Cream,1% w/w,Incepta Pharmaceuticals Ltd.,90.0,,60 ml,bottle
chlorhexidine-gluconate-1,Obstane,Cream,1% w/w,Greenland Pharmaceuticals Ltd.,90.0,,60 ml,bottle
chlorhexidine-gluconate-1,Oralon,Oral Gel,1% w/w,ACI Limited,55.17,,30 gm,tube
moxifloxacin-hydrochloride-tablet,Avaflox,Tablet,400 mg,UniMed UniHealth Pharmaceuticals Ltd.,70.0,700.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Eramox,Tablet,400 mg,Beacon Pharmaceuticals PLC,60.0,600.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Flomox,Tablet,400 mg,OSL Pharma Limited,50.0,500.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Floromox,Tablet,400 mg,Ibn Sina Pharmaceuticals Ltd.,40.0,800.0,2 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Floxalone,Tablet,400 mg,Drug International Ltd.,45.0,315.0,1 x 7 pcs,strip
moxifloxacin-hydrochloride-tablet,Iventi,Tablet,400 mg,Square Pharmaceuticals PLC,50.0,600.0,2 x 6 pcs,strip
moxifloxacin-hydrochloride-tablet,Macflox,Tablet,400 mg,Nuvista Pharma Ltd.,50.0,500.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Maxiflox,Tablet,400 mg,ACI Limited,35.0,350.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Maximox,Tablet,400 mg,Orion Pharma Ltd.,40.0,400.0,2 x 5 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxibac,Tablet,400 mg,Popular Pharmaceuticals Ltd.,70.0,700.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxibest,Tablet,400 mg,One Pharma Ltd.,45.0,450.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxidal,Tablet,400 mg,Biogen Pharmaceuticals Ltd.,35.0,420.0,2 x 6 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxier,Tablet,400 mg,Euro Pharma Ltd.,40.0,480.0,2 x 6 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxif,Tablet,400 mg,Biopharma Limited,40.0,400.0,2 x 5 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxifix,Tablet,400 mg,ACME Laboratories Ltd.,70.0,560.0,2 x 4 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxiflox,Tablet,400 mg,Alco Pharma Ltd.,50.15,601.8,3 x 4 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxigen,Tablet,400 mg,General Pharmaceuticals Ltd.,40.0,400.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxihil,Tablet,400 mg,Goodman Pharmaceuticals Ltd.,35.0,350.0,2 x 5 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxilocin,Tablet,400 mg,Opsonin Pharma Ltd.,45.0,450.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxiwell,Tablet,400 mg,National Drug Co. Ltd.,50.0,500.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxkil,Tablet,400 mg,Naafco Pharma Ltd.,50.0,500.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Moxquin,Tablet,400 mg,Incepta Pharmaceuticals Ltd.,40.0,480.0,3 x 4 pcs,strip
moxifloxacin-hydrochloride-tablet,MQ-4,Tablet,400 mg,Silco Pharmaceutical Ltd.,47.0,376.0,2 x 4 pcs,strip
moxifloxacin-hydrochloride-tablet,Odycin,Tablet,400 mg,Beximco Pharmaceuticals Ltd.,40.0,400.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Optimox,Tablet,400 mg,Aristopharma Ltd.,70.0,700.0,2 x 5 pcs,strip
moxifloxacin-hydrochloride-tablet,Respamox,Tablet,400 mg,Somatec Pharmaceuticals Ltd.,40.0,480.0,2 x 6 pcs,strip
moxifloxacin-hydrochloride-tablet,Revalon,Tablet,400 mg,NIPRO JMI Pharma Ltd.,40.0,400.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Topomox,Tablet,400 mg,Leon Pharmaceuticals Ltd.,40.0,320.0,8's,pack
moxifloxacin-hydrochloride-tablet,Verimox,Tablet,400 mg,Veritas Pharmaceuticals Ltd.,60.0,600.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Visomox,Tablet,400 mg,Eskayef Pharmaceuticals Ltd.,45.0,450.0,1 x 10 pcs,strip
moxifloxacin-hydrochloride-tablet,Xiomox,Tablet,400 mg,Renata PLC,40.0,480.0,2 x 6 pcs,strip
moxifloxacin-hydrochloride-tablet,Zydus,Tablet,400 mg,Healthcare Pharmaceuticals Ltd.,40.0,560.0,2 x 7 pcs,strip
rifaximin,Aximin,Tablet,550 mg,ACME Laboratories Ltd.,45.13,451.3,1 x 10 pcs,strip
rifaximin,Aximin,Tablet,200 mg,ACME Laboratories Ltd.,20.07,200.7,1 x 10 pcs,strip
rifaximin,Efaxim,Tablet,200 mg,Square Pharmaceuticals PLC,20.0,200.0,1 x 10 pcs,strip
rifaximin,Efaxim,Tablet,550 mg,Square Pharmaceuticals PLC,45.0,450.0,1 x 10 pcs,strip
rifaximin,Faxan,Tablet,550 mg,Drug International Ltd.,45.0,630.0,2 x 7 pcs,strip
rifaximin,Faxan,Tablet,200 mg,Drug International Ltd.,22.0,308.0,2 x 7 pcs,strip
rifaximin,Henlix,Tablet,550 mg,ACI Limited,45.0,450.0,2 x 5 pcs,strip
rifaximin,Henlix,Tablet,200 mg,ACI Limited,25.0,450.0,3 x 6 pcs,strip
rifaximin,Hepatab,Tablet,550 mg,Ibn Sina Pharmaceuticals Ltd.,50.0,500.0,1 x 10 pcs,strip
rifaximin,Hepatab,Tablet,200 mg,Ibn Sina Pharmaceuticals Ltd.,20.0,400.0,2 x 10 pcs,strip
rifaximin,Hepaximin,Tablet,550 mg,Aristopharma Ltd.,55.0,550.0,1 x 10 pcs,strip
rifaximin,Hepaximin,Tablet,200 mg,Aristopharma Ltd.,22.0,440.0,2 x 10 pcs,strip
rifaximin,Ibida,Tablet,200 mg,Healthcare Pharmaceuticals Ltd.,25.0,500.0,2 x 10 pcs,strip
rifaximin,Ibida,Tablet,550 mg,Healthcare Pharmaceuticals Ltd.,50.0,1000.0,2 x 10 pcs,strip
rifaximin,Rifabac,Tablet,200 mg,Popular Pharmaceuticals Ltd.,25.0,250.0,1 x 10 pcs,strip
rifaximin,Rifacol,Tablet,550 mg,Sharif Pharmaceuticals Ltd.,45.13,451.31,1 x 10 pcs,strip
rifaximin,Rifacol,Tablet,200 mg,Sharif Pharmaceuticals Ltd.,20.07,401.4,2 x 10 pcs,strip
rifaximin,Rifagut,Tablet,550 mg,Opsonin Pharma Ltd.,50.0,500.0,1 x 10 pcs,strip
rifaximin,Rifagut,Tablet,200 mg,Opsonin Pharma Ltd.,22.0,220.0,1 x 10 pcs,strip
rifaximin,Rifamax,Tablet,200 mg,Incepta Pharmaceuticals Ltd.,20.0,200.0,1 x 10 pcs,strip
rifaximin,Rifamax,Tablet,550 mg,Incepta Pharmaceuticals Ltd.,45.0,450.0,1 x 10 pcs,strip
rifaximin,Rifax,Tablet,550 mg,Beacon Pharmaceuticals PLC,45.0,540.0,2 x 6 pcs,strip
rifaximin,Rifax,Tablet,200 mg,Beacon Pharmaceuticals PLC,20.0,480.0,3 x 8 pcs,strip
rifaximin,Rifaxin,Tablet,550 mg,Ziska Pharmaceuticals Ltd.,45.0,720.0,2 x 8 pcs,strip
